GlobalID,Lab Status,prob_positive
{AF57C655-CE29-410E-BC07-4BA8FE38968B},Negative ID,1.136045653485673e-07
{DF77D908-28A9-45FA-8CCF-F2B70CA13ACA},Negative ID,8.486771285616444e-08
{74F8B27E-3F95-43C0-883A-F5E0E0E465EA},Negative ID,3.0571853645547917e-08
{72644655-4CED-47F3-8650-769E8E7ABAFB},Negative ID,0.059695842147849225
{F0642335-3D11-4537-9A87-BD1A7EAE7C7E},Negative ID,8.18797270751879e-06
{C89B4D6D-B885-4ED6-894A-365613131EFC},Negative ID,2.5028940179430875e-05
{9D87F6E9-922C-4DCC-9E5E-10AA7D9BE1ED},Negative ID,4.901740008311379e-08
{0208D9EC-9652-4DFB-9313-8C25A534BB3B},Negative ID,4.7991222789603255e-14
{EBE1A357-9859-4402-A0C5-18A1B42DF0BD},Negative ID,0.16781775015553013
{B823066B-82C1-4C49-BC4E-4CF626DD5A7E},Negative ID,3.5643958479386207e-10
{5EA48A41-49D1-49CE-8608-565258D71F96},Negative ID,5.259251054832552e-16
{2BB2424F-4C49-445C-BB58-B9C21EA77B00},Negative ID,8.423187360478812e-07
{82ECA218-CD3B-4E45-A587-84162C61A7E9},Negative ID,2.697497536934632e-07
{D31D948B-CD47-44D3-875F-B02EDDE0F5A5},Negative ID,4.71293702847014e-09
{DBB3CD22-F603-4E7B-BA51-053FCE6459D8},Negative ID,5.567026728835627e-09
{68D64F48-5C75-4C16-B83D-13A9CA96C2A2},Negative ID,7.233629807169532e-09
{06A93A8D-9865-4855-8D92-044BF60A85A8},Negative ID,1.4700310963387277e-07
{50990AC9-8FB6-499E-8E27-89629CF07A65},Negative ID,0.9389138963467772
{03A00CD2-54CC-4013-8D29-BD54E16CC891},Negative ID,2.896587862378888e-09
{292D9856-0879-438D-8D85-FA0A01E87EB8},Negative ID,7.093973898616433e-05
{05C71645-C894-45CE-ACE0-E0466E164568},Negative ID,1.2043219971113436e-07
{17BB6545-E86B-4955-BB82-F1E148247B5B},Negative ID,1.4100929214121162e-05
{403C9258-0BC5-475B-A0C1-0E72BC219BB0},Negative ID,0.8230608741780896
{223A9C91-C350-496A-AD91-CA1D97AFEFC9},Negative ID,0.915265494987243
{A1783B0C-E764-4CB8-AA38-A110532F32B1},Negative ID,1.015377041652706e-05
{B5B7C730-96C7-4230-99E8-51706BF29342},Negative ID,8.975036467991093e-08
{8A796699-841D-40E5-B900-32E59E39D1A0},Negative ID,5.835511720368942e-11
{8C83050E-BEED-422E-9ABA-E8C95D5594E2},Negative ID,8.92787733225523e-06
{4BAC6129-9804-46FD-98A2-364D398CAD1D},Negative ID,1.7687456125799715e-07
{99D34127-586A-4F6A-9BD9-4170A70882FB},Negative ID,0.00018634009422738645
{7007C1F1-C7C8-48DF-8438-3065BCE98FAF},Negative ID,1.148912179502954e-06
{3F55105F-8A68-4CA0-A24C-C1DD5645768B},Negative ID,3.178141598121504e-05
{2214AB8F-7BC6-4DF7-A58A-C325991EDC5F},Negative ID,4.145040670461405e-09
{293AE081-3B5B-41A3-9A34-3C380D8348B4},Negative ID,0.8122792719983871
{63C0D27F-1BA6-462F-8C96-EC2A7EDD1802},Negative ID,1.8514356643650701e-07
{41CC07E8-13EC-4553-8A86-E8B7F0BC221B},Negative ID,1.359481892083457e-09
{96776C02-217D-4013-9312-FF9092B9030D},Negative ID,0.03898108818096798
{AD56E8D0-CC43-45B5-B042-94D1712322B9},Positive ID,0.9781796941649487
{F28C6FFA-65E2-4E06-8027-97FBE9F4AA87},Negative ID,1.6125059161908793e-05
{19EF9EEE-E287-4FB5-A318-944DAF38F00A},Negative ID,2.0409475492345243e-05
{011FF7E9-147D-4FCA-A3B0-2340BE6A35B0},Negative ID,9.344693259156078e-10
{B6C75705-6AA7-4810-81CD-6FDE255295A0},Negative ID,1.714275559920567e-17
{10F2EA41-E4BD-4BF9-B927-424006225800},Negative ID,4.35513431397852e-05
{469E3BDD-15EE-4C87-9590-6E0420FD9CE4},Negative ID,1.0025063074001681e-08
{04F3EA07-38E2-4D39-8281-B7F05D79807C},Negative ID,0.06205788576236265
{611F9EA3-B132-4ADF-9877-45730CEAB52B},Negative ID,1.5069252522157912e-07
{364A0E82-4821-4E85-BCED-F2E9DC418D37},Negative ID,6.692413299186211e-06
{FD10C1C0-5E91-40C7-86E5-DC394B9015DE},Negative ID,0.001370836312208105
{9BDF61B5-B7FA-4C42-A4A4-46D9D5424C81},Negative ID,8.622963372583648e-09
{6A255A84-F07B-4651-B119-659C559E46DF},Negative ID,6.719431671114823e-07
{972F4DCC-059E-4A2C-AFC2-23912E9104B0},Negative ID,1.6553577291013756e-11
{15B9AA49-6994-4E68-8919-E93988F2AB9C},Negative ID,1.2114352049089985e-09
{C4280251-B5A0-4812-8782-7EA44D06D68B},Negative ID,8.27556049154614e-10
{608E284E-506F-49DA-9D53-4B303773D564},Negative ID,2.2449641784921038e-08
{84909857-3F5A-4B82-B617-F2B959D5F5D3},Negative ID,8.794919522557155e-09
{5FA8607B-FB71-4AF3-A919-657ACBBCE1AC},Negative ID,2.27669138353618e-08
{A99DA6BE-ABA0-4437-B334-EA1C5A10B7A1},Negative ID,0.184442813355897
{A992FAE8-C68D-48D7-AE59-BF81962022EE},Negative ID,3.283360867355894e-07
{CF2A5EAB-B844-4706-B029-65F6E7036C26},Negative ID,3.462496826274295e-12
{4F8C3859-C303-4056-8989-BDC5A75C070B},Negative ID,4.229065535277477e-05
{1C31C24D-08BD-480A-89D8-236E074936CA},Negative ID,4.329528813967601e-07
{88368CAB-CA45-4CDD-944A-C4004FC5F0F6},Negative ID,4.228043574143648e-19
{88F59128-CC02-4773-892F-DC14BC0C095F},Negative ID,1.121751055691217e-15
{C37A28C1-F727-44D5-AFA4-D5679A22E67B},Negative ID,2.953182893320053e-16
{8152453F-3680-40BA-B776-43785CD7049F},Negative ID,8.596705130720677e-13
{BB646AD8-7DF8-41BB-98C2-D43D67190CF1},Negative ID,0.001384041932726753
{45D5F2E7-8960-4B1A-BC6A-33C1980BFEA6},Negative ID,1.7470183438913602e-16
{526FF39C-F12A-48A7-95E3-1FA68ACD759F},Negative ID,1.4831774008511138e-06
{B11CEB47-EDE5-4C89-96F7-962B31E2EBA8},Negative ID,5.1380627704261863e-20
{F6BF36D2-9488-4DD7-A630-807B1EE5EBEF},Negative ID,2.070840480227613e-06
{2AB91D4B-5EFA-49D8-9AE9-1FF0D1D653F9},Negative ID,0.6174282944638511
{56852749-7539-4E38-AA01-8644B6DFF6FF},Negative ID,0.028984441106584737
{9F28C97C-EFA6-4AE7-A13E-59AC6148F406},Negative ID,1.3090361247222869e-06
{945AAD92-21A0-488D-BA3A-797699E5C98A},Negative ID,1.5966431135264063e-07
{9C673664-E5C1-46E3-98BA-EBE398853078},Negative ID,0.7333460753079526
{1B8EA4C9-9416-450C-ABAD-68DCE6CF17D3},Negative ID,6.8257855624082504e-12
{695CADBA-F9F1-49E1-B5D9-C526F3A513E7},Negative ID,4.3225679907176425e-07
{C10974B8-6F59-448E-A5CB-785161105716},Negative ID,0.22184886983004992
{F1864CC3-508C-4E60-9098-B158AB413B03},Positive ID,0.9992635916183561
{01D94862-4158-42B6-964A-D185462F8616},Negative ID,1.2420268856523921e-06
{2D8C52FD-0A61-4AE7-A3DB-C3D9DA17F93A},Negative ID,3.2617330049863995e-08
{D3AC03C0-13AD-4AE8-BE24-A8976C8406AD},Negative ID,3.539065304804613e-07
{95F5DA49-242C-41E7-B1D7-075F2C75FA4C},Negative ID,1.3026641719801562e-17
{0BD5CF75-D5FE-493C-B40B-022C40CB9F33},Negative ID,4.3549323014643825e-08
{3B4CE095-DBF6-44CD-803C-7B9D2DFF45A4},Negative ID,4.71368132466754e-08
{F25A32FF-EC2F-4CF1-81E8-F146F10036A5},Negative ID,0.9586974490942407
{28368ED9-C7F4-4A52-85C3-1154B5DC9527},Negative ID,1.0870667807732711e-06
{E0DE554B-C250-4F67-8FA4-46F6955A60C9},Negative ID,2.668255578033516e-06
{8B47FBFF-9E67-41A5-9D8D-E3045D970BF3},Negative ID,1.913234272343557e-07
{A8C4C508-B466-4406-97E3-541D65CCABAE},Negative ID,3.3970591536609784e-05
{63E382DA-6A7D-4907-878E-304B8DD4C25A},Negative ID,0.7848098602098268
{A4E3EDB7-1DB1-4791-960F-B1C04B17C51E},Negative ID,0.005947279121285553
{8FA0BCDB-525E-45C4-99F5-47C69EA30795},Negative ID,4.6665971635834883e-07
{03971218-C08E-40E5-BED9-2D64888E2BA3},Negative ID,0.9531237130335863
{A2082A96-C2DB-4AA3-BF0F-0A4C506B77DB},Negative ID,1.0855804644333362e-06
{B8DD4E55-FDB7-40A3-AC73-510260EE1937},Negative ID,2.0988783198381083e-06
{61A535A2-A6A1-4FF3-826F-FFC590C2694C},Negative ID,8.613615356265894e-18
{1C6D0EAB-F68D-411D-974E-1233618854CC},Positive ID,0.9009972607329908
{C52DDE5A-4D6A-41C1-9F8D-968CFC35F1E8},Negative ID,1.007285676651697e-09
{9F419772-7DF5-4194-8B15-12FA2782FE4A},Negative ID,4.633730165982687e-05
{E5034C05-6F2F-4D04-9D90-897EC06F0D4F},Negative ID,7.144105436560754e-08
{D5D42ECF-D2E4-4FA0-B76A-BE8A7EBED74E},Negative ID,7.379364777343814e-08
{AC0ECA98-AAA7-4C62-9C40-BEF28C2B7696},Negative ID,1.226204194549376e-10
{F7862C8B-1786-4945-AB76-008EE4A893EE},Negative ID,1.3641030264939164e-15
{3F0940D9-C117-443F-81B0-4B057B638263},Negative ID,1.0311313992755824e-07
{D5CEB39C-5EF1-41BC-B80A-57AF62338CF2},Negative ID,3.0506449399413536e-06
{77456FBD-3F5F-439D-9B57-21C818D59E26},Negative ID,5.945735823820271e-08
{7967CF37-A8E8-492B-9601-6555798209A9},Negative ID,1.2049859028356068e-18
{20D1C643-1D78-40D2-A569-9EDB3732F961},Negative ID,5.259342817746298e-07
{6DD7F478-3CEC-4C2A-B29A-4BADBEC41E20},Negative ID,0.3822507147218452
{F46A9A99-2BE6-4356-9B59-6F18B5145F86},Negative ID,0.002240666223924262
{70AB6764-27F4-4350-8757-6B368256EE9D},Negative ID,3.4027277634217744e-11
{66651719-976E-43F9-85C0-A85D031633CE},Negative ID,3.539499899958824e-05
{B3D293AF-B52C-4D1D-B56E-EE94FE2AA65A},Negative ID,1.5884992428286717e-07
{ABA0BE95-3C39-4CD5-807B-BE62104E1172},Negative ID,7.89173744008428e-16
{F93C2C8D-8071-4E4D-B318-82EFD81C41FF},Negative ID,3.3510301396953763e-16
{3298D3A7-ACC6-41C8-B29D-46A246FC6A9C},Negative ID,3.684895007857344e-18
{F2B9C312-762D-4204-A03C-5BE728844009},Negative ID,5.388255858962852e-09
{AAB40849-A217-4C07-AAA7-88DADBBF1CEA},Negative ID,2.678502585757655e-05
{F141DC16-0E2C-4261-B473-7C4D84B106D1},Negative ID,7.601302958973029e-05
{D960246A-4931-4437-B904-04EA3AA53D00},Negative ID,1.0792905683750443e-08
{BC14811D-041A-4178-AB98-C4095A3113ED},Negative ID,1.7929866646800437e-13
{8941775F-CB1A-4CC9-A97E-695EF2FF460D},Negative ID,4.577215183251932e-08
{70E1C2FB-21CC-4B51-A9CB-26D03F6A1926},Negative ID,9.403259359743403e-17
{F24750DC-963A-4649-9C4D-265F1639FFFE},Negative ID,1.6998806058373417e-06
{776E905D-1A04-42E9-81F7-96E15255F6C6},Negative ID,7.331010139450557e-18
{257039AA-7EE5-480B-92B5-D115E5CD98F1},Negative ID,8.202651706994635e-11
{561EC992-ED9C-485A-82F0-1422DBA2DEB3},Negative ID,0.0002495919328401729
{F8241B62-542A-46A4-897E-48CB8729EA4F},Negative ID,0.8712186233347496
{7012BCA6-A315-432A-B435-517F11E11D42},Negative ID,5.520960189253767e-20
{FC6E894B-F6DF-4FDC-853A-D7372D253988},Positive ID,0.8212338308849029
{42C05D6A-A15F-44C4-8796-4EC1872E3D6C},Negative ID,7.602645308166875e-11
{156FBF29-48E2-4958-B1AA-9B0D8168ABC3},Negative ID,0.6920305722510529
{6BFE557F-A90C-47FA-A025-2892708DABCC},Negative ID,9.308161854196601e-06
{969E3B3E-657B-4FD4-AEC5-CFA01C11EC77},Negative ID,3.3648439532303176e-11
{059D6B7A-D8F5-4A5F-8C4A-332A292EE409},Negative ID,0.12291357299582628
{A20C88C4-CCFC-46F5-B454-FAA778DABA55},Negative ID,0.1441189762829653
{63334225-E4CA-4A70-B152-18E5F9636275},Negative ID,1.3893140243260242e-15
{259AADEA-CE63-4151-B4A2-11F75F79FD10},Negative ID,3.878184005572327e-07
{A45C1484-59D0-4092-A857-10D7E0CC06A6},Negative ID,0.009617578027935864
{22CB2B5C-9636-4C1A-9E12-E42AC8C5AFCA},Negative ID,1.0450573822306188e-07
{8F1D9801-B573-46C9-8915-2501DA738370},Negative ID,4.663463428724469e-05
{9A1BF7F0-5376-475A-A97F-9F5021E11887},Negative ID,9.372242033762758e-08
{C4C40CAA-8B91-400B-987B-2AC11096CB4D},Negative ID,0.0833202744142377
{18760444-1C55-4A89-BF2E-F3DD12087880},Negative ID,0.6718164789115636
{DC8F4FF7-5706-4FBF-8DC2-D194E0099F3A},Negative ID,2.0183141928480314e-07
{9BF3A794-84EE-443F-9330-0774187D01F2},Negative ID,6.338020114252514e-06
{34A4CF30-8011-4026-B034-5FB87C1B68DE},Negative ID,7.973067890159498e-07
{771EAA5F-D162-4B9D-8C7E-D102C7611FC5},Negative ID,1.6373449494949875e-14
{5F62F505-E2BE-453A-9FBC-38BBCC1CD103},Negative ID,4.524022192594261e-17
{71DBFC9D-B994-44CB-9319-76D6281AAF94},Negative ID,1.6198309517529193e-15
{FFAB9655-A203-47D6-BAFB-BFB0818E7CDD},Negative ID,9.344443422515037e-19
{05561194-9CB6-4857-8626-DA2CED599AEE},Negative ID,1.2018321919107762e-07
{652D69E0-D404-4239-B2C7-279581E7D973},Negative ID,9.682285999010997e-11
{0258F644-F8FF-48F6-9B5C-8902259012FC},Negative ID,8.949679864243661e-07
{8059DAD5-4BB7-40A8-8DF6-E14557D6930D},Negative ID,1.0408143671841257e-07
{DE6A95B2-2A37-4E48-B02D-5F39831B16F7},Negative ID,8.283029122186206e-06
{7A19FB8F-D8D4-4EF2-A18B-1F7C4B7B16F8},Negative ID,5.767517361860087e-08
{28F0C10D-ED14-4185-B707-74B936C2B6F6},Negative ID,3.7086317896315754e-10
{7F3B6DB6-2ED4-4415-8DC2-3F03EC88F353},Positive ID,0.9885168417421043
{8A832F6C-89B0-4C31-B68D-C68485425834},Negative ID,2.0624828161202834e-06
{C0ECD91E-7C53-4D1F-92C7-069314E57588},Negative ID,1.4952725074873842e-07
{6DFBCA80-2A0C-4D2A-8629-D0A0950F60A7},Negative ID,0.9044355383309953
{0AE156AF-7EF0-4156-9766-5C16F11E29AC},Negative ID,3.5372978153741055e-16
{CFDFE655-88D7-439E-8358-1E04E665E1A2},Negative ID,5.039984304983006e-05
{C3E943C8-CB34-494E-BCD2-7B75C3F89ADC},Negative ID,1.1032364413440091e-06
{48D5E6A9-76A0-4A16-839A-C0CCEE18A25C},Negative ID,6.012137299484013e-07
{88DB8873-D69F-48BA-B5C8-641CEB301003},Negative ID,0.6035836762929705
{09E76D56-D893-406F-834B-99FA42F03CDC},Negative ID,1.2145911681972216e-06
{08ED1BF2-C86B-4898-8110-F1E5B856E5DD},Negative ID,1.3369057427450455e-05
{E4957AF1-2D8B-432E-9CC1-E4107AD38D75},Negative ID,0.002172032927062152
{0DEE1563-1D7B-4B80-8872-03C1E5ABCF96},Negative ID,1.5273466295564059e-07
{6560E534-7FEA-459A-AA33-1146A57B4919},Negative ID,6.455909155540725e-07
{60B30228-0C6B-4050-8EDD-970A63DCA629},Negative ID,0.13532099931167724
{80F7B163-D4C6-42E1-B230-2FD594726E4F},Negative ID,1.7234759052452007e-09
{833F6D5F-5B79-4140-AF08-C42A2524DF37},Negative ID,3.680296434964132e-06
{7ED7A47A-25D6-4756-BB66-CCD295EC0E7D},Negative ID,1.1199316337377965e-15
{607A1262-1320-424E-A7DF-8D48E7A2ABC2},Negative ID,3.406781103636269e-17
{132DC9F7-D520-40C9-BA39-32CEBAEEB2E6},Negative ID,5.029064233761146e-09
{8A550278-FD92-469D-B60E-59E3E0B3D5E1},Negative ID,8.061209182824831e-11
